tf	gene	motif	force
SPI1	41157	1	2.4775968516690248
SPIB	41157	1	2.9365368918427763
SRF	41157	0	-1.084459103050789
SRY	41157	0	-0.8957370125072992
STAT1	41157	0	-1.1535957228849307
STAT3	41157	0	-0.7805795524003466
TAL1	41157	0	-0.8288397881722315
TBP	41157	0	-0.9318321171987208
TCF3	41157	0	-0.9678336430583859
TEAD1	41157	0	-1.1924332537421463
TFAP2A	41157	1	3.1734238420767293
TLX1	41157	0	-0.7258449667221925
TP53	41157	0	-0.5590865494491277
USF1	41157	0	-0.7954497230277263
VDR	41157	0	-1.0607075267370347
YY1	41157	0	-0.6608036905530487
AHR	AAK1	1	3.373300387134502
AR	AAK1	0	-1.1748420162363955
ARID3A	AAK1	0	-0.09438654500610553
ARNT	AAK1	1	3.521582268986157
BRCA1	AAK1	1	2.9916308708402495
CEBPA	AAK1	0	-0.8473824273087357
CREB1	AAK1	0	-0.7832892318170341
DDIT3	AAK1	0	-1.0796508724536924
E2F1	AAK1	0	-0.7812161746111462
EGR1	AAK1	0	-0.5859619213611398
ELK1	AAK1	0	-0.7637527389031376
ELK4	AAK1	0	-0.9127527119234774
EN1	AAK1	0	-1.0649901370910124
ESR1	AAK1	0	-0.9710209905091516
ESR2	AAK1	0	-1.0039753128981426
ETS1	AAK1	1	3.3592910616599387
EWSR1	AAK1	0	-0.99349099925521
FLI1	AAK1	0	-0.9927623293423437
FOXA1	AAK1	0	-1.0022727244689442
FOXA2	AAK1	0	-1.0537475662171236
FOXD3	AAK1	0	-1.1371174629783236
FOXF2	AAK1	0	-1.0796091570509656
GABPA	AAK1	1	3.1096743205767554
GATA1	AAK1	0	-0.9739070091797852
GATA2	AAK1	1	3.3942956714890684
GATA3	AAK1	0	-0.09081045242270729
HAND1	AAK1	0	-1.066790317142756
HIF1A	AAK1	0	-0.7983229685993589
HLF	AAK1	0	-0.9968206332191285
HNF4A	AAK1	0	-0.9706040918107326
HOXA5	AAK1	0	-0.9486386767520785
IRF1	AAK1	0	-1.0704602929886762
IRF2	AAK1	0	-0.9961672460652786
JUN	AAK1	0	-0.1271016319551568
KLF4	AAK1	0	-1.0471478277275243
MAFB	AAK1	0	-0.853476724221024
MAFG	AAK1	0	-0.3043496522643715
MAX	AAK1	0	-1.034022831535346
MEF2A	AAK1	0	-1.0559796046669152
MYB	AAK1	0	-1.003663294993731
MYC	AAK1	0	-0.8370695944719757
MYCN	AAK1	0	-0.976036239284733
NFATC2	AAK1	1	3.226040433792824
NFE2L1	AAK1	0	-0.28472922924726407
NFE2L2	AAK1	0	-0.9697681371807265
NFIC	AAK1	1	3.3901076588589167
NFIL3	AAK1	0	-1.0472076904545418
NFKB1	AAK1	0	-0.9079183934284644
NFYA	AAK1	0	-0.8234418454331607
NKX2-5	AAK1	0	-0.4136487990263543
NKX3-1	AAK1	0	-0.598057619673183
NR1H2	AAK1	0	-0.9342391338680998
NR2E3	AAK1	1	3.0944995600007275
NR2F1	AAK1	0	-0.8363570459376415
NR3C1	AAK1	0	-0.9669898324107693
NR4A2	AAK1	0	-0.8425811539691062
PAX5	AAK1	0	-0.7023490166690425
PAX6	AAK1	0	-1.11578550159412
PBX1	AAK1	0	-0.9928434683694823
POU5F1	AAK1	0	-1.215652518797145
PPARG	AAK1	0	-0.8252435178510533
PRRX2	AAK1	1	3.2329033611927613
REL	AAK1	0	-0.9530916770753909
RELA	AAK1	0	-1.038951403052599
RORA	AAK1	0	-0.8949732738837293
RUNX1	AAK1	0	-0.9881016562133418
RXRA	AAK1	0	-1.1435607426324739
SOX10	AAK1	0	-0.6075834603893376
SOX2	AAK1	0	-1.0994296661770122
SOX5	AAK1	0	-0.19582604419322572
SP1	AAK1	0	-0.25286590065676295
SPI1	AAK1	1	3.410817183120921
SPIB	AAK1	1	3.3946575740916534
SRF	AAK1	0	-1.1510688446902946
SRY	AAK1	0	-1.0747370797076687
STAT1	AAK1	0	-1.027827128003748
STAT3	AAK1	0	-0.9301182486854211
TAL1	AAK1	0	-1.0612440011875723
TBP	AAK1	0	-0.9315531531620636
TCF3	AAK1	0	-1.0636057093133517
TEAD1	AAK1	0	-1.094418146573224
TFAP2A	AAK1	0	-0.6174325983364671
TLX1	AAK1	0	-0.7993276364748919
TP53	AAK1	0	-1.0710046797482613
USF1	AAK1	0	-0.6647800796685075
VDR	AAK1	0	-1.1052746937862077
YY1	AAK1	1	3.3694041362962985
AHR	ABCA17P	1	3.3558685053642563
AR	ABCA17P	0	-0.7540576668499415
ARID3A	ABCA17P	0	-0.6506839550072052
ARNT	ABCA17P	1	3.3407477754679924
BRCA1	ABCA17P	1	2.983381009307335
CEBPA	ABCA17P	0	-0.5756244186692037
CREB1	ABCA17P	0	-0.5287933579914191
DDIT3	ABCA17P	0	-0.6342493415400825
E2F1	ABCA17P	0	-0.5606360080906059
EGR1	ABCA17P	0	-0.283364937818185
ELK1	ABCA17P	0	-0.6519312889165185
ELK4	ABCA17P	0	-0.6202460084930435
EN1	ABCA17P	0	-0.6835618113303571
ESR1	ABCA17P	0	-0.38744245357861484
ESR2	ABCA17P	0	-0.6328610337324417
ETS1	ABCA17P	1	2.946914796119334
EWSR1	ABCA17P	0	-0.7455401631411256
FLI1	ABCA17P	0	-0.7484167739901011
FOXA1	ABCA17P	0	-0.7587756038218669
FOXA2	ABCA17P	0	-0.7559431696392303
FOXD3	ABCA17P	0	-0.7926495214550204
FOXF2	ABCA17P	0	-0.8615799578215271
GABPA	ABCA17P	0	-0.42916710547090675
GATA1	ABCA17P	0	-0.8579629062142253
GATA2	ABCA17P	1	2.8813829455057403
GATA3	ABCA17P	0	-0.6537162379700207
HAND1	ABCA17P	0	-0.8168354523653825
HIF1A	ABCA17P	0	-0.28738170805450536
HLF	ABCA17P	0	-0.3949858962267804
HNF4A	ABCA17P	0	-0.8132105419731518
HOXA5	ABCA17P	0	-0.8370246969356784
IRF1	ABCA17P	0	-0.8207986841774495
IRF2	ABCA17P	0	-0.7869437771312799
JUN	ABCA17P	1	3.1948448858058702
KLF4	ABCA17P	0	-0.653150316284344
MAFB	ABCA17P	0	-0.48867472408613427
MAFG	ABCA17P	0	-0.7351262351958164
MAX	ABCA17P	0	-0.5735208631586752
MEF2A	ABCA17P	0	-0.7840554531588982
MYB	ABCA17P	1	3.9619123433185637
MYC	ABCA17P	0	-0.43818543956582967
MYCN	ABCA17P	0	-0.6138398298342904
NFATC2	ABCA17P	0	-0.5027452928828536
NFE2L1	ABCA17P	0	-0.631271743401009
NFE2L2	ABCA17P	0	-0.5672505533499488
NFIC	ABCA17P	1	3.0322627252427594
NFIL3	ABCA17P	0	-0.7346987405148206
NFKB1	ABCA17P	0	-0.6700024575592909
NFYA	ABCA17P	0	-0.3385761999173015
NKX2-5	ABCA17P	0	-0.724506371722479
NKX3-1	ABCA17P	0	-0.8873525241065987
NR1H2	ABCA17P	0	-0.668617719168137
NR2E3	ABCA17P	0	-0.44381317610653975
NR2F1	ABCA17P	0	-0.5692154628091461
NR3C1	ABCA17P	0	-0.7083707959434452
NR4A2	ABCA17P	0	-0.7370146502071382
PAX5	ABCA17P	0	-0.10630759315067934
PAX6	ABCA17P	0	-0.809921743747277
PBX1	ABCA17P	0	-0.7456364739211789
POU5F1	ABCA17P	0	-0.7673368366486917
PPARG	ABCA17P	0	-0.7781986652890343
PRRX2	ABCA17P	0	-0.9748320727570802
REL	ABCA17P	0	-0.7102689130738901
RELA	ABCA17P	0	-0.6477997521003995
RORA	ABCA17P	0	-0.6529044610243852
RUNX1	ABCA17P	0	-0.672166403269281
RXRA	ABCA17P	0	-0.8571629617664418
SOX10	ABCA17P	1	2.8376219316627975
SOX2	ABCA17P	0	-0.7166819040526767
SOX5	ABCA17P	0	-0.777277920381584
SP1	ABCA17P	0	0.10707616129034185
SPI1	ABCA17P	0	-0.39913805121583973
SPIB	ABCA17P	0	-0.402252158518614
SRF	ABCA17P	0	-0.8881207566930941
SRY	ABCA17P	0	-0.8242982762168913
STAT1	ABCA17P	0	-0.6134273297656717
STAT3	ABCA17P	0	-0.6229034661852688
TAL1	ABCA17P	0	-0.8455147719556309
TBP	ABCA17P	0	-0.7150294374465754
TCF3	ABCA17P	0	-0.7886689396750283
TEAD1	ABCA17P	0	-0.8095644288669401
TFAP2A	ABCA17P	0	-0.3148585511308582
TLX1	ABCA17P	0	-0.41630311315915636
TP53	ABCA17P	0	-0.7662328900379674
USF1	ABCA17P	1	3.261187746709321
VDR	ABCA17P	0	-0.7055425145262669
YY1	ABCA17P	1	3.090433417289553
AHR	ABCB8	1	2.650123073209946
AR	ABCB8	0	-0.7707742807281486
ARID3A	ABCB8	0	-0.6759314963560831
ARNT	ABCB8	1	2.645846295022398
BRCA1	ABCB8	0	-0.6922072654909357
CEBPA	ABCB8	0	-0.6261487449598768
CREB1	ABCB8	1	3.554395505744357
DDIT3	ABCB8	0	-0.8880702863242957
E2F1	ABCB8	0	-0.9052615045277026
EGR1	ABCB8	0	-0.5861004504425775
ELK1	ABCB8	0	-0.818253893154026
ELK4	ABCB8	0	-0.6901535965623673
EN1	ABCB8	0	-0.9231044149745901
ESR1	ABCB8	0	-0.7381995622041797
ESR2	ABCB8	0	-0.8475860875554232
ETS1	ABCB8	1	2.256791866925955
EWSR1	ABCB8	0	-0.7689690811867707
FLI1	ABCB8	0	-0.7715165510564623
FOXA1	ABCB8	0	-0.7984568079206645
FOXA2	ABCB8	0	-0.7031094606370142
FOXD3	ABCB8	0	-0.8197829994964326
FOXF2	ABCB8	1	6.990597441924656
GABPA	ABCB8	0	-0.7192386014594359
GATA1	ABCB8	0	-0.8630077708544137
GATA2	ABCB8	1	2.3192413597305177
GATA3	ABCB8	0	-0.6745138929153822
HAND1	ABCB8	0	-0.8300761221722682
HIF1A	ABCB8	0	-0.757078133570261
HLF	ABCB8	0	-0.7555908571137079
HNF4A	ABCB8	0	-0.6805933744369084
HOXA5	ABCB8	0	-0.8694473921523538
IRF1	ABCB8	0	-0.9043327300563467
IRF2	ABCB8	0	-0.9070869134042001
JUN	ABCB8	0	-0.34738373870825334
KLF4	ABCB8	0	-0.8565919441032512
MAFB	ABCB8	1	2.997517932222509
MAFG	ABCB8	0	-0.7677457373927133
MAX	ABCB8	0	-0.81950134452734
MEF2A	ABCB8	0	-0.8557574767976548
MYB	ABCB8	0	-0.9387537499298195
MYC	ABCB8	0	-0.8024002854976621
MYCN	ABCB8	0	-0.7931068957451406
NFATC2	ABCB8	1	2.440101848598163
NFE2L1	ABCB8	0	-0.7520515365417322
NFE2L2	ABCB8	0	-0.7948316911489788
NFIC	ABCB8	1	2.460481985756185
NFIL3	ABCB8	0	-0.7725688821057303
NFKB1	ABCB8	0	-0.9319650193000458
NFYA	ABCB8	0	-0.6825370235978289
NKX2-5	ABCB8	0	-0.6473737683985901
NKX3-1	ABCB8	1	2.442088536201474
NR1H2	ABCB8	0	-0.691387300411037
NR2E3	ABCB8	1	2.637827513383802
NR2F1	ABCB8	0	-0.6937366700494013
NR3C1	ABCB8	0	-0.6835395448665385
NR4A2	ABCB8	1	2.6689395074278934
PAX5	ABCB8	0	-0.6404029581838482
PAX6	ABCB8	0	-0.8054532176057007
PBX1	ABCB8	0	-0.7862938496598577
POU5F1	ABCB8	0	-0.857888575281901
PPARG	ABCB8	0	-0.7884634692505009
PRRX2	ABCB8	0	-1.0254640702096214
REL	ABCB8	0	-0.8273490981994551
RELA	ABCB8	0	-0.9319140808720714
RORA	ABCB8	0	-0.6597902066707579
RUNX1	ABCB8	0	-0.7714601309045878
RXRA	ABCB8	0	-0.8947801767331217
SOX10	ABCB8	1	2.395930780303172
SOX2	ABCB8	0	-0.8396865317351261
SOX5	ABCB8	1	2.5184029048938443
SP1	ABCB8	0	-0.5344572141865818
SPI1	ABCB8	1	2.4002360846025192
SPIB	ABCB8	0	-0.5114039224030342
SRF	ABCB8	0	-0.6999978645556688
SRY	ABCB8	1	5.077056552216387
STAT1	ABCB8	0	-0.8529839901469485
STAT3	ABCB8	0	-0.9345646036252129
TAL1	ABCB8	0	-0.9569322083758107
TBP	ABCB8	0	-0.6802648322653169
TCF3	ABCB8	0	-0.8773235875949017
TEAD1	ABCB8	0	-0.8390896671762769
TFAP2A	ABCB8	0	-0.5694903889832432
TLX1	ABCB8	0	-0.6798202442380747
TP53	ABCB8	0	-1.007173257660942
USF1	ABCB8	1	2.6438654427974555
VDR	ABCB8	0	-0.9014925205369446
YY1	ABCB8	1	2.470462275602643
AHR	ABCC1	1	2.8006311645348263
AR	ABCC1	0	-1.0167236416862084
ARID3A	ABCC1	1	2.5128993278723875
ARNT	ABCC1	1	2.827949067783047
BRCA1	ABCC1	1	2.5974517890101727
CEBPA	ABCC1	0	-0.7917196845813486
CREB1	ABCC1	0	-0.8681188836511986
DDIT3	ABCC1	0	-0.9122818119303453
E2F1	ABCC1	0	-0.6735359000528797
EGR1	ABCC1	0	-0.3528810183535377
ELK1	ABCC1	0	-0.9407647447965206
ELK4	ABCC1	0	-1.0383004135917873
EN1	ABCC1	0	-0.9558698987238116
ESR1	ABCC1	0	-0.8139419487271307
ESR2	ABCC1	0	-0.8592857565001297
ETS1	ABCC1	1	2.920618774831085
EWSR1	ABCC1	0	-1.0836672884938634
FLI1	ABCC1	0	-1.08380721834423
FOXA1	ABCC1	0	-1.0961688666934108
FOXA2	ABCC1	0	-0.9908963243177229
FOXD3	ABCC1	0	-1.0283689632341768
FOXF2	ABCC1	0	-1.0307646365144685
GABPA	ABCC1	1	2.7885961760607607
GATA1	ABCC1	0	-0.9245421872260596
GATA2	ABCC1	1	2.8676171012074745
GATA3	ABCC1	0	-0.3727029477526893
HAND1	ABCC1	0	-1.1076141150827938
HIF1A	ABCC1	0	-0.6218883067152635
HLF	ABCC1	0	-1.0025145551928247
HNF4A	ABCC1	0	-1.167679961796866
HOXA5	ABCC1	0	-1.2171776627609785
IRF1	ABCC1	0	-1.1091536159063204
IRF2	ABCC1	0	-1.0260180445468148
JUN	ABCC1	1	3.3774323477042003
KLF4	ABCC1	0	-0.8228902929904354
MAFB	ABCC1	0	-0.852098957423219
MAFG	ABCC1	1	3.023445829473564
MAX	ABCC1	0	-1.0909366572286854
MEF2A	ABCC1	0	-1.038268704756679
MYB	ABCC1	0	-0.8681342818577813
MYC	ABCC1	0	-0.8777362533956012
MYCN	ABCC1	0	-1.059111135892013
NFATC2	ABCC1	1	2.6716913964706315
NFE2L1	ABCC1	1	2.8879413835030174
NFE2L2	ABCC1	1	7.846155642396113
NFIC	ABCC1	1	2.8103331849534317
NFIL3	ABCC1	0	-0.952271545104094
NFKB1	ABCC1	0	-0.9544134054212755
NFYA	ABCC1	0	-0.8528666658445242
NKX2-5	ABCC1	0	-0.5148588135091801
NKX3-1	ABCC1	0	-0.7009417986856398
NR1H2	ABCC1	0	-1.0114122119930706
NR2E3	ABCC1	0	-0.48444143463695555
NR2F1	ABCC1	0	-0.906263083549448
NR3C1	ABCC1	0	-1.04810974236951
NR4A2	ABCC1	0	-1.01874538048136
PAX5	ABCC1	1	2.862636238416878
PAX6	ABCC1	0	-1.0023259405562246
PBX1	ABCC1	0	-1.147759652567153
POU5F1	ABCC1	0	-1.0113290332286402
PPARG	ABCC1	0	-0.7994182979632436
PRRX2	ABCC1	0	-0.6553659744270472
REL	ABCC1	0	-1.0555799207495378
RELA	ABCC1	0	-0.9899527325012515
RORA	ABCC1	0	-1.144371801895094
RUNX1	ABCC1	0	-0.8074911045707766
RXRA	ABCC1	0	-1.1321048082309406
SOX10	ABCC1	1	2.742587913668112
SOX2	ABCC1	0	-0.9216464215910167
SOX5	ABCC1	0	-0.4368508222419955
SP1	ABCC1	1	2.914725912401378
SPI1	ABCC1	1	2.7523612571175744
SPIB	ABCC1	0	-0.24152352783224756
SRF	ABCC1	0	-1.247299373213848
SRY	ABCC1	0	-0.9703802853572254
STAT1	ABCC1	0	-1.059283593531987
STAT3	ABCC1	0	-0.9444239379533477
TAL1	ABCC1	0	-1.0441869561256338
TBP	ABCC1	0	-0.9516300312470285
TCF3	ABCC1	0	-1.11612211993509
TEAD1	ABCC1	0	-1.0986160223383907
TFAP2A	ABCC1	1	2.7081965376051436
TLX1	ABCC1	0	-0.8419187275784328
TP53	ABCC1	0	-0.7160991901246
USF1	ABCC1	0	-0.8350766363588858
VDR	ABCC1	0	-0.9437695617804206
YY1	ABCC1	1	2.945911844294786
AHR	ABCF3	1	3.358151152103707
AR	ABCF3	0	-1.1928594416095641
ARID3A	ABCF3	1	3.504646712277918
ARNT	ABCF3	1	3.561850316941107
BRCA1	ABCF3	0	-0.059773442599918604
CEBPA	ABCF3	0	-0.7283339843241075
CREB1	ABCF3	0	-1.0067202960700554
DDIT3	ABCF3	0	-1.0693947417444043
E2F1	ABCF3	1	3.690065282932556
EGR1	ABCF3	0	-0.5860673221971164
ELK1	ABCF3	0	-0.9854833552056177
ELK4	ABCF3	0	-1.011614726311322
EN1	ABCF3	0	-1.0960556798137882
ESR1	ABCF3	0	-1.0071101799734814
ESR2	ABCF3	0	-1.0245627766450718
ETS1	ABCF3	1	3.45229783601057
EWSR1	ABCF3	0	-1.008767212178412
FLI1	ABCF3	0	-1.00804926254685
FOXA1	ABCF3	0	-1.0374463825394553
FOXA2	ABCF3	0	-1.0035290993639734
FOXD3	ABCF3	0	-1.089527691824242
FOXF2	ABCF3	0	-1.1220922439731842
GABPA	ABCF3	0	-0.6697653445479691
GATA1	ABCF3	0	-0.9256340546204433
GATA2	ABCF3	1	3.5025254361748193
GATA3	ABCF3	0	0.07035426470335593
HAND1	ABCF3	0	-1.0686574014255907
HIF1A	ABCF3	0	-0.904321513727961
HLF	ABCF3	0	-1.0108073258145085
HNF4A	ABCF3	0	-1.0825783558269306
HOXA5	ABCF3	0	-1.0576016848942797
IRF1	ABCF3	0	-1.078682177550631
IRF2	ABCF3	0	-1.0665287235940675
JUN	ABCF3	0	-0.26861766924194846
KLF4	ABCF3	1	3.170487164766054
MAFB	ABCF3	0	-1.029547080391095
MAFG	ABCF3	0	-0.23897230199191172
MAX	ABCF3	0	-1.04953206351567
MEF2A	ABCF3	0	-1.0224716134453171
MYB	ABCF3	0	-1.057248793179674
MYC	ABCF3	0	-0.9140545846464533
MYCN	ABCF3	0	-0.9656238596487218
NFATC2	ABCF3	1	3.3012757150416285
NFE2L1	ABCF3	0	-0.2195615714762945
NFE2L2	ABCF3	0	-0.9190569188242619
NFIC	ABCF3	1	3.497801736837877
NFIL3	ABCF3	0	-1.0448677134785167
NFKB1	ABCF3	0	-0.9027062221187421
NFYA	ABCF3	0	-0.9240748485606485
NKX2-5	ABCF3	0	-0.36357834830269126
NKX3-1	ABCF3	0	-0.5121133459524679
NR1H2	ABCF3	0	-1.0128199910183597
NR2E3	ABCF3	0	-0.1756942395742858
NR2F1	ABCF3	0	-0.9332174300982177
NR3C1	ABCF3	0	-1.1127879255896227
NR4A2	ABCF3	0	-0.9303972370244471
PAX5	ABCF3	0	-0.7196699818733044
PAX6	ABCF3	0	-1.0657266595307242
PBX1	ABCF3	0	-1.0272858454090128
POU5F1	ABCF3	0	-1.0774129808513802
PPARG	ABCF3	0	-1.112659242823228
PRRX2	ABCF3	1	3.5956166358037693
REL	ABCF3	0	-0.9839278058631147
RELA	ABCF3	0	-1.1230657335088572
RORA	ABCF3	0	-0.9057590700192649
RUNX1	ABCF3	0	-1.0205602719797144
RXRA	ABCF3	0	-1.224746006318228
SOX10	ABCF3	1	3.4554685755524477
SOX2	ABCF3	0	-1.1027005458565684
SOX5	ABCF3	0	-0.20556974614818102
SP1	ABCF3	0	-0.07848067149476325
SPI1	ABCF3	1	3.3581527955212307
SPIB	ABCF3	0	0.1646396902521088
SRF	ABCF3	0	-1.2238255055043503
SRY	ABCF3	0	-1.1421953149058108
STAT1	ABCF3	0	-1.0449486972219968
STAT3	ABCF3	0	-1.0148745472149137
TAL1	ABCF3	0	-1.050879602957406
TBP	ABCF3	0	-0.9695231355100272
TCF3	ABCF3	0	-1.0581923086881078
TEAD1	ABCF3	0	-1.157797089331896
TFAP2A	ABCF3	0	-0.6348458305622287
TLX1	ABCF3	0	-0.7573017206741814
TP53	ABCF3	0	-0.8000655824704973
USF1	ABCF3	0	-0.7418128154465278
VDR	ABCF3	0	-1.1720224756395305
YY1	ABCF3	1	3.364532419804157
AHR	ABCG1	1	2.5611311535871457
AR	ABCG1	0	-1.3991433481770463
ARID3A	ABCG1	1	2.864404193075121
ARNT	ABCG1	1	2.8918406499754443
BRCA1	ABCG1	0	-0.1244579921102825
CEBPA	ABCG1	0	-1.1889828536625924
CREB1	ABCG1	0	-1.3281625275428657
DDIT3	ABCG1	0	-1.2561059490171282
E2F1	ABCG1	0	-1.0206025846050786
EGR1	ABCG1	0	-0.6979366597084741
ELK1	ABCG1	0	-1.449467206395236
ELK4	ABCG1	0	-1.4874325140460865
EN1	ABCG1	0	-1.2731794755975616
ESR1	ABCG1	0	-1.186544170474283
ESR2	ABCG1	0	-1.207341920132081
ETS1	ABCG1	1	3.418026135011107
EWSR1	ABCG1	0	-1.3361802470313098
FLI1	ABCG1	0	-1.3376367194787449
FOXA1	ABCG1	0	-1.393078420885219
FOXA2	ABCG1	0	-1.2841298073123921
FOXD3	ABCG1	0	-1.4489749889261556
FOXF2	ABCG1	0	-1.3529184598744985
GABPA	ABCG1	0	-0.9940331692220788
GATA1	ABCG1	0	-1.296629884197186
GATA2	ABCG1	1	3.1145302197115687
GATA3	ABCG1	1	2.951531068838185
HAND1	ABCG1	0	-1.435173964740651
HIF1A	ABCG1	0	-1.0801088999677364
HLF	ABCG1	0	-1.319948883401448
HNF4A	ABCG1	0	-1.4228500517059106
HOXA5	ABCG1	0	-1.3641427739829224
IRF1	ABCG1	0	-1.2106734687694134
IRF2	ABCG1	0	-1.2375315954837411
JUN	ABCG1	1	2.852484716196257
KLF4	ABCG1	1	2.446698593041529
MAFB	ABCG1	0	-1.1814124271101998
MAFG	ABCG1	1	2.8935882819364367
MAX	ABCG1	0	-1.4112326776578485
MEF2A	ABCG1	0	-1.3723376090296278
MYB	ABCG1	0	-1.2081764019534087
MYC	ABCG1	0	-1.2862419681070925
MYCN	ABCG1	0	-1.38076784694449
NFATC2	ABCG1	1	2.873524120134546
NFE2L1	ABCG1	1	3.02006071670375
NFE2L2	ABCG1	0	-1.0096730076412488
NFIC	ABCG1	1	3.0720337271448037
NFIL3	ABCG1	0	-1.3593373375866158
NFKB1	ABCG1	1	3.2723866438807074
NFYA	ABCG1	0	-1.1811053751182674
NKX2-5	ABCG1	1	2.527067625228941
NKX3-1	ABCG1	1	2.4780348448282252
NR1H2	ABCG1	0	-1.4039530911718603
NR2E3	ABCG1	1	2.52169882276166
NR2F1	ABCG1	0	-1.2984459757908884
NR3C1	ABCG1	0	-1.3058222426704933
NR4A2	ABCG1	1	2.058295895153427
PAX5	ABCG1	1	2.3407147102052943
PAX6	ABCG1	0	-1.2966652422046576
PBX1	ABCG1	0	-1.3836849671908935
POU5F1	ABCG1	0	-1.3538381164329842
PPARG	ABCG1	0	-1.211587587643825
PRRX2	ABCG1	1	3.177381757607802
REL	ABCG1	0	-1.155990558114401
RELA	ABCG1	0	-1.4032485459721524
RORA	ABCG1	0	-1.2713176355427844
RUNX1	ABCG1	0	-1.1405889256439945
RXRA	ABCG1	0	-1.2587876498723456
SOX10	ABCG1	1	3.1554951103828537
SOX2	ABCG1	0	-1.3453788121566874
SOX5	ABCG1	1	2.7615600991147367
SP1	ABCG1	1	2.387862721118445
SPI1	ABCG1	1	3.091337927883405
SPIB	ABCG1	1	3.0068106308711835
SRF	ABCG1	0	-1.3618349567054666
SRY	ABCG1	0	-1.3551073677792609
STAT1	ABCG1	0	-1.3665679785808338
STAT3	ABCG1	0	-1.2192810048075118
TAL1	ABCG1	0	-1.2075359098648204
TBP	ABCG1	0	-1.270170839330398
TCF3	ABCG1	0	-1.4326723702797028
TEAD1	ABCG1	0	-1.5295180489843816
TFAP2A	ABCG1	1	2.128665500231665
TLX1	ABCG1	0	-1.1294725941005261
TP53	ABCG1	0	-1.0860661245915724
USF1	ABCG1	0	-1.097870341972157
VDR	ABCG1	0	-1.2958605762886992
YY1	ABCG1	1	3.026366135968762
AHR	ACOT2	0	-0.43106412311369724
AR	ACOT2	0	-1.253710477812739
ARID3A	ACOT2	0	0.0887018793783503
ARNT	ACOT2	1	2.82231150855159
BRCA1	ACOT2	0	-0.3320676959552513
CEBPA	ACOT2	0	-0.6830925494018933
CREB1	ACOT2	0	-1.0076916583978783
DDIT3	ACOT2	0	-1.0690992397582146
E2F1	ACOT2	0	-1.1671129640953157
EGR1	ACOT2	0	-1.0923641253641512
ELK1	ACOT2	0	-1.1701681747062929
ELK4	ACOT2	0	-1.0330010255014352
EN1	ACOT2	0	-1.0837810852490133
ESR1	ACOT2	0	-1.229519529206016
ESR2	ACOT2	0	-1.197210123967427
ETS1	ACOT2	1	3.042170502827157
EWSR1	ACOT2	0	-0.992473918345443
