tf	gene	motif	force
MYB	ABCA17P	1	3.9596335741902533
MYC	ABCA17P	0	-0.4980886217406689
MYCN	ABCA17P	0	-0.6920185185619099
NFATC2	ABCA17P	0	-0.22966311705650377
NFE2L1	ABCA17P	0	-0.30070565744136113
NFE2L2	ABCA17P	0	-0.6150486306261772
NFIC	ABCA17P	1	3.471137885137
NFIL3	ABCA17P	0	-0.8074645661863671
NFKB1	ABCA17P	0	-0.7138437320548948
NFYA	ABCA17P	0	-0.38779968504854473
NKX2-5	ABCA17P	0	-0.546237304667424
NKX3-1	ABCA17P	0	-0.726871376654024
NR1H2	ABCA17P	0	-0.7529395034144244
NR2E3	ABCA17P	0	-0.25617448588850494
NR2F1	ABCA17P	0	-0.7824808552050175
NR3C1	ABCA17P	0	-0.7414713748222793
NR4A2	ABCA17P	0	-0.7284150906901952
PAX5	ABCA17P	0	-0.17234104434823935
PAX6	ABCA17P	0	-0.8372671116169352
PBX1	ABCA17P	0	-0.8178682943240482
POU5F1	ABCA17P	0	-0.8187674394417439
PPARG	ABCA17P	0	-0.8411172352982451
PRRX2	ABCA17P	0	-0.5509699552690025
REL	ABCA17P	0	-0.7949991675626871
RELA	ABCA17P	0	-0.8188980287964901
RORA	ABCA17P	0	-0.7350965300033978
RUNX1	ABCA17P	0	-0.7235657354651772
RXRA	ABCA17P	0	-0.9448799654719181
SOX10	ABCA17P	1	3.3013745926885183
SOX2	ABCA17P	0	-0.79296392030253
SOX5	ABCA17P	0	-0.5271669570528001
SP1	ABCA17P	0	0.1828972870005541
SPI1	ABCA17P	0	-0.08010374900545181
SPIB	ABCA17P	0	-0.08921388992651445
SRF	ABCA17P	0	-0.9665765240153159
SRY	ABCA17P	0	-0.8540564523206724
STAT1	ABCA17P	0	-0.700125509284912
STAT3	ABCA17P	0	-0.6836601460903248
TAL1	ABCA17P	0	-0.9171603540177485
TBP	ABCA17P	0	-0.8829807526504605
TCF3	ABCA17P	0	-0.8655321880254612
TEAD1	ABCA17P	0	-0.8797669506631767
TFAP2A	ABCA17P	0	-0.37249397485889846
TLX1	ABCA17P	0	-0.4574842034366671
TP53	ABCA17P	0	-0.8174289701711738
USF1	ABCA17P	1	3.369185754367483
VDR	ABCA17P	0	-0.7818640602725291
YY1	ABCA17P	1	3.558040344731238
AHR	ABCB8	0	-1.2423925477186408
AR	ABCB8	0	-1.2423925477186408
ARID3A	ABCB8	0	-1.2423925477186406
ARNT	ABCB8	1	2.719331723226568
BRCA1	ABCB8	0	-0.5446887298589477
CEBPA	ABCB8	0	-0.6304114885008884
CREB1	ABCB8	1	3.5704767490374048
DDIT3	ABCB8	0	-0.9262206657778391
E2F1	ABCB8	0	-0.9061433763596751
EGR1	ABCB8	0	-0.614318626354906
ELK1	ABCB8	0	-0.8653248988149551
ELK4	ABCB8	0	-0.7251011282060373
EN1	ABCB8	0	-0.9569695912094602
ESR1	ABCB8	0	-0.8358252210834385
ESR2	ABCB8	0	-0.9067071800192533
ETS1	ABCB8	1	2.525626671344547
EWSR1	ABCB8	0	-0.8211396528542442
FLI1	ABCB8	0	-0.8231887637326581
FOXA1	ABCB8	0	-0.8135161290462357
FOXA2	ABCB8	0	-0.7482608843669862
FOXD3	ABCB8	0	-0.8481067013156404
FOXF2	ABCB8	1	6.98972690557428
GABPA	ABCB8	0	-0.7363585639209561
GATA1	ABCB8	0	-0.8820881505432772
GATA2	ABCB8	1	2.606090347549848
GATA3	ABCB8	0	-0.43570053424353217
HAND1	ABCB8	0	-0.8374965731277616
HIF1A	ABCB8	0	-0.7929279993598599
HLF	ABCB8	0	-0.7976872235363568
HNF4A	ABCB8	0	-0.7349925773795323
HOXA5	ABCB8	0	-0.9192589371546872
IRF1	ABCB8	0	-0.9587306765237655
IRF2	ABCB8	0	-0.9353244684441316
JUN	ABCB8	0	-0.24889695486053295
KLF4	ABCB8	0	-0.8921551869595664
MAFB	ABCB8	1	3.0117842486495356
MAFG	ABCB8	0	-0.5473953651162862
MAX	ABCB8	0	-0.8585546625782481
MEF2A	ABCB8	0	-0.8968830901296414
MYB	ABCB8	0	-1.0155902832493109
MYC	ABCB8	0	-0.8378230902795897
MYCN	ABCB8	0	-0.8319872363955748
NFATC2	ABCB8	1	2.6636599656768727
NFE2L1	ABCB8	0	-0.5298163522770433
NFE2L2	ABCB8	0	-0.8178836220287529
NFIC	ABCB8	1	2.7096574348187983
NFIL3	ABCB8	0	-0.8242938733717703
NFKB1	ABCB8	0	-0.970003218824244
NFYA	ABCB8	0	-0.7123711162998067
NKX2-5	ABCB8	0	-0.4962237360588057
NKX3-1	ABCB8	1	2.6168368273506757
NR1H2	ABCB8	0	-0.7547858922609444
NR2E3	ABCB8	1	2.806981445143745
NR2F1	ABCB8	0	-0.8394961270779708
NR3C1	ABCB8	0	-0.676868965580628
NR4A2	ABCB8	1	2.758903816544144
PAX5	ABCB8	0	-0.6898100963946167
PAX6	ABCB8	0	-0.810827563764186
PBX1	ABCB8	0	-0.8179273526419011
POU5F1	ABCB8	0	-0.8671275092999149
PPARG	ABCB8	0	-0.8199529909950698
PRRX2	ABCB8	0	-0.7368440716472057
REL	ABCB8	0	-0.8858289783996173
RELA	ABCB8	0	-1.0360431009548485
RORA	ABCB8	0	-0.6975180210841999
RUNX1	ABCB8	0	-0.7781011211299049
RXRA	ABCB8	0	-0.9412754785643768
SOX10	ABCB8	1	2.691962024562517
SOX2	ABCB8	0	-0.8752353291309396
SOX5	ABCB8	1	2.7749462431664136
SP1	ABCB8	0	-0.48434245739124326
SPI1	ABCB8	1	2.6470319644965836
SPIB	ABCB8	0	-0.29719686979229426
SRF	ABCB8	0	-0.7392694399651496
SRY	ABCB8	1	5.190304920344179
STAT1	ABCB8	0	-0.9187740163447597
STAT3	ABCB8	0	-0.9575832306900414
TAL1	ABCB8	0	-0.9889925081818933
TBP	ABCB8	0	-0.7904011530639857
TCF3	ABCB8	0	-0.9161787525987727
TEAD1	ABCB8	0	-0.8779412791153227
TFAP2A	ABCB8	0	-0.6183656991457541
TLX1	ABCB8	0	-0.7021187683346937
TP53	ABCB8	0	-1.0323861009089537
USF1	ABCB8	1	2.6821528283510045
VDR	ABCB8	0	-0.9397127096427248
YY1	ABCB8	1	2.725530297406148
AHR	ABCC1	0	-1.4930541740276042
AR	ABCC1	0	-1.4930541740276042
ARID3A	ABCC1	0	-1.4930541740276042
ARNT	ABCC1	1	2.9327591336658188
BRCA1	ABCC1	1	2.809712593320865
CEBPA	ABCC1	0	-0.7375100147867507
CREB1	ABCC1	0	-0.8154593480648835
DDIT3	ABCC1	0	-0.8863019285062913
E2F1	ABCC1	0	-0.8060115591556964
EGR1	ABCC1	0	-0.26638224932748417
ELK1	ABCC1	0	-0.9457609161921355
ELK4	ABCC1	0	-1.0333151942080088
EN1	ABCC1	0	-0.9031948795687078
ESR1	ABCC1	0	-0.8234319109735126
ESR2	ABCC1	0	-0.835502682169532
ETS1	ABCC1	1	3.1847242919887857
EWSR1	ABCC1	0	-1.0599792324111956
FLI1	ABCC1	0	-1.0597677875763487
FOXA1	ABCC1	0	-1.041485585696165
FOXA2	ABCC1	0	-0.9883522301271116
FOXD3	ABCC1	0	-0.9971144444513428
FOXF2	ABCC1	0	-1.0300878658797694
GABPA	ABCC1	1	2.875719344554451
GATA1	ABCC1	0	-0.9046541881472084
GATA2	ABCC1	1	3.1117976487102363
GATA3	ABCC1	0	-0.2098600832684025
HAND1	ABCC1	0	-1.114569991597274
HIF1A	ABCC1	0	-0.5743983260937341
HLF	ABCC1	0	-0.9664018916846923
HNF4A	ABCC1	0	-1.1745007634186333
HOXA5	ABCC1	0	-1.2131905308783006
IRF1	ABCC1	0	-1.0636525619162918
IRF2	ABCC1	0	-1.00848876146228
JUN	ABCC1	1	3.5960290562274855
KLF4	ABCC1	0	-0.8077092357027557
MAFB	ABCC1	0	-0.8228354818201695
MAFG	ABCC1	1	3.271799919697997
MAX	ABCC1	0	-1.073884733239399
MEF2A	ABCC1	0	-1.0220508556477286
MYB	ABCC1	0	-0.8443165526896962
MYC	ABCC1	0	-0.848715019767572
MYCN	ABCC1	0	-1.0516956108681985
NFATC2	ABCC1	1	2.8789439819197638
NFE2L1	ABCC1	1	3.138203936803073
NFE2L2	ABCC1	1	7.946671096943728
NFIC	ABCC1	1	3.053004756646671
NFIL3	ABCC1	0	-0.9276614978103594
NFKB1	ABCC1	0	-0.8951594590576561
NFYA	ABCC1	0	-0.8169221096377007
NKX2-5	ABCC1	0	-0.42680578516746837
NKX3-1	ABCC1	0	-0.6084347814895883
NR1H2	ABCC1	0	-0.991070051986888
NR2E3	ABCC1	0	-0.3719930280945326
NR2F1	ABCC1	0	-0.9740997247630214
NR3C1	ABCC1	0	-0.9939248368244483
NR4A2	ABCC1	0	-0.9712314273775208
PAX5	ABCC1	1	2.950359501925489
PAX6	ABCC1	0	-0.9512237632597051
PBX1	ABCC1	0	-1.1377982839849006
POU5F1	ABCC1	0	-0.9676881657867917
PPARG	ABCC1	0	-0.7605670919383498
PRRX2	ABCC1	0	-0.4821382329911954
REL	ABCC1	0	-1.0265073542102026
RELA	ABCC1	0	-1.0373890809127138
RORA	ABCC1	0	-1.1395211500802627
RUNX1	ABCC1	0	-0.7522307069776606
RXRA	ABCC1	0	-1.1057655659469252
SOX10	ABCC1	1	2.98140498868094
SOX2	ABCC1	0	-0.9068810173961175
SOX5	ABCC1	0	-0.317077215965386
SP1	ABCC1	1	3.101000852298843
SPI1	ABCC1	1	2.996142906917489
SPIB	ABCC1	0	-0.09788553750981224
SRF	ABCC1	0	-1.2275485690602388
SRY	ABCC1	0	-0.9117987193820951
STAT1	ABCC1	0	-1.0316213643444763
STAT3	ABCC1	0	-0.9120673431437573
TAL1	ABCC1	0	-1.0245267870114394
TBP	ABCC1	0	-0.9829916792243775
TCF3	ABCC1	0	-1.0981765296920456
TEAD1	ABCC1	0	-1.067418077106879
TFAP2A	ABCC1	1	2.7934361352115236
TLX1	ABCC1	0	-0.8072737648592244
TP53	ABCC1	0	-0.7556120936925225
USF1	ABCC1	0	-0.7489639762359189
VDR	ABCC1	0	-0.9264594301211306
YY1	ABCC1	1	3.2075547472732078
AHR	ABCF3	0	-1.5376026021150841
AR	ABCF3	0	-1.5376026021150841
ARID3A	ABCF3	0	-1.5376026021150841
ARNT	ABCF3	1	3.739199484928577
BRCA1	ABCF3	0	0.11258345658470775
CEBPA	ABCF3	0	-0.6460886994195219
CREB1	ABCF3	0	-0.9573617178227202
DDIT3	ABCF3	0	-1.0457151248861716
E2F1	ABCF3	1	3.6715177472806446
EGR1	ABCF3	0	-0.4912876954376598
ELK1	ABCF3	0	-0.9820441437176183
ELK4	ABCF3	0	-0.9919715201092955
EN1	ABCF3	0	-1.0554932308280907
ESR1	ABCF3	0	-1.051924864239038
ESR2	ABCF3	0	-1.0218635029469294
ETS1	ABCF3	1	3.8494180500240467
EWSR1	ABCF3	0	-0.9850924796414633
FLI1	ABCF3	0	-0.9838955829507343
FOXA1	ABCF3	0	-0.9746618703494716
FOXA2	ABCF3	0	-1.0078322807909184
FOXD3	ABCF3	0	-1.0649417041320914
FOXF2	ABCF3	0	-1.1142560580443428
GABPA	ABCF3	0	-0.6426760429935225
GATA1	ABCF3	0	-0.8886430771208826
GATA2	ABCF3	1	3.8915964252856803
GATA3	ABCF3	0	0.2694740494412492
HAND1	ABCF3	0	-1.042966242483566
HIF1A	ABCF3	0	-0.860895445169289
HLF	ABCF3	0	-0.9837548173877994
HNF4A	ABCF3	0	-1.0770961825520728
HOXA5	ABCF3	0	-1.0482895327432327
IRF1	ABCF3	0	-1.0363099469092334
IRF2	ABCF3	0	-1.0430984523476756
JUN	ABCF3	0	-0.07758424694180037
KLF4	ABCF3	1	3.341902715055928
MAFB	ABCF3	0	-0.99331995273875
MAFG	ABCF3	0	-0.03637539570477453
MAX	ABCF3	0	-1.0351028198406602
MEF2A	ABCF3	0	-1.0113905524423907
MYB	ABCF3	0	-1.0371300166499844
MYC	ABCF3	0	-0.8922939652072271
MYCN	ABCF3	0	-0.9600567535521003
NFATC2	ABCF3	1	3.6074600409472852
NFE2L1	ABCF3	0	-0.01563028511592414
NFE2L2	ABCF3	0	-0.9014719341989021
NFIC	ABCF3	1	3.8822632260990497
NFIL3	ABCF3	0	-1.0327745985569035
NFKB1	ABCF3	0	-0.8285094544125642
NFYA	ABCF3	0	-0.8878763029152736
NKX2-5	ABCF3	0	-0.2800527254276749
NKX3-1	ABCF3	0	-0.41658704444468764
NR1H2	ABCF3	0	-0.99588794213806
NR2E3	ABCF3	0	-0.04189197654609983
NR2F1	ABCF3	0	-1.0330158512144563
NR3C1	ABCF3	0	-1.039211094802992
NR4A2	ABCF3	0	-0.8299468434730972
PAX5	ABCF3	0	-0.6839111091852078
PAX6	ABCF3	0	-1.0023922464598098
PBX1	ABCF3	0	-1.0184221583320694
POU5F1	ABCF3	0	-1.0133056720808327
PPARG	ABCF3	0	-1.0704682721407295
PRRX2	ABCF3	1	3.970986647347412
REL	ABCF3	0	-0.9576907813803266
RELA	ABCF3	0	-1.1978472249805314
RORA	ABCF3	0	-0.8925203973156484
RUNX1	ABCF3	0	-0.9805521521657858
RXRA	ABCF3	0	-1.192586484742317
SOX10	ABCF3	1	3.8384242490419838
SOX2	ABCF3	0	-1.084460115311457
SOX5	ABCF3	0	-0.054071855972171345
SP1	ABCF3	0	0.07887693732704182
SPI1	ABCF3	1	3.7439434267293876
SPIB	ABCF3	0	0.3604985149489239
SRF	ABCF3	0	-1.1928098288498756
SRY	ABCF3	0	-1.0928210428867378
STAT1	ABCF3	0	-1.0257605154203142
STAT3	ABCF3	0	-0.9733102805893875
TAL1	ABCF3	0	-1.02228976270089
TBP	ABCF3	0	-1.0148737727724435
TCF3	ABCF3	0	-1.034444520624691
TEAD1	ABCF3	0	-1.1194597346602737
TFAP2A	ABCF3	0	-0.6044530435675117
TLX1	ABCF3	0	-0.7009329887245879
TP53	ABCF3	0	-0.8530934426066847
USF1	ABCF3	0	-0.6561244183330533
VDR	ABCF3	0	-1.154123617083264
YY1	ABCF3	1	3.733337820023923
AHR	ABCG1	0	-1.8833469340774642
AR	ABCG1	0	-1.8833469340774642
ARID3A	ABCG1	0	-1.8833469340774642
ARNT	ABCG1	1	3.0036933116681297
BRCA1	ABCG1	0	0.023830058259196638
CEBPA	ABCG1	0	-1.1360198376594857
CREB1	ABCG1	0	-1.2850558368467748
DDIT3	ABCG1	0	-1.2248670752829516
E2F1	ABCG1	0	-1.1555115797314433
EGR1	ABCG1	0	-0.6054380804287272
ELK1	ABCG1	0	-1.4474665707158603
ELK4	ABCG1	0	-1.4851142385450766
EN1	ABCG1	0	-1.2311930992582212
ESR1	ABCG1	0	-1.1773006749899082
ESR2	ABCG1	0	-1.1818801249240916
ETS1	ABCG1	1	3.6804830077753685
EWSR1	ABCG1	0	-1.309793529461429
FLI1	ABCG1	0	-1.3107528625653613
FOXA1	ABCG1	0	-1.329453454196058
FOXA2	ABCG1	0	-1.2745238140745065
FOXD3	ABCG1	0	-1.4222093566442797
FOXF2	ABCG1	0	-1.3553554549062627
GABPA	ABCG1	0	-0.9680168780839686
GATA1	ABCG1	0	-1.273261075010025
GATA2	ABCG1	1	3.358710840574397
GATA3	ABCG1	1	3.1682973601525233
HAND1	ABCG1	0	-1.4441774367841196
HIF1A	ABCG1	0	-1.0370861494299546
HLF	ABCG1	0	-1.2932393472813044
HNF4A	ABCG1	0	-1.4284748263805933
HOXA5	ABCG1	0	-1.3562647274231514
IRF1	ABCG1	0	-1.1577993266078332
IRF2	ABCG1	0	-1.212949338655284
JUN	ABCG1	1	3.128157572996658
KLF4	ABCG1	1	2.4869467952206485
MAFB	ABCG1	0	-1.1612925696005783
MAFG	ABCG1	1	3.1265970939144827
MAX	ABCG1	0	-1.4001162182215403
MEF2A	ABCG1	0	-1.345230276103008
MYB	ABCG1	0	-1.1776614312688196
MYC	ABCG1	0	-1.2652525145356766
MYCN	ABCG1	0	-1.3774800658296702
NFATC2	ABCG1	1	3.062788977314383
NFE2L1	ABCG1	1	3.2553598541497837
NFE2L2	ABCG1	0	-0.9856036363737277
NFIC	ABCG1	1	3.30441694973727
NFIL3	ABCG1	0	-1.3435569502518603
NFKB1	ABCG1	1	3.36780677499436
NFYA	ABCG1	0	-1.1464965507202982
NKX2-5	ABCG1	1	2.670981702301994
NKX3-1	ABCG1	1	2.6391293375055587
NR1H2	ABCG1	0	-1.3810613046510791
NR2E3	ABCG1	1	2.686654761887305
NR2F1	ABCG1	0	-1.3661190078312806
NR3C1	ABCG1	0	-1.2403448695703758
NR4A2	ABCG1	1	2.15098925128529
PAX5	ABCG1	1	2.392263851413996
PAX6	ABCG1	0	-1.2516043532503007
PBX1	ABCG1	0	-1.3762095903151383
POU5F1	ABCG1	0	-1.307427165934763
PPARG	ABCG1	0	-1.1844799515982878
PRRX2	ABCG1	1	3.416434192135676
REL	ABCG1	0	-1.1312824082721695
RELA	ABCG1	0	-1.4281868351637432
RORA	ABCG1	0	-1.2698532773353257
RUNX1	ABCG1	0	-1.0910150485091137
RXRA	ABCG1	0	-1.2294455837927791
SOX10	ABCG1	1	3.3806995648397087
SOX2	ABCG1	0	-1.3395966131654569
SOX5	ABCG1	1	2.9246287386104357
SP1	ABCG1	1	2.5610091255244756
SPI1	ABCG1	1	3.306448919753629
SPIB	ABCG1	1	3.2172163118450077
SRF	ABCG1	0	-1.3345423310010907
SRY	ABCG1	0	-1.2933760503895355
STAT1	ABCG1	0	-1.3423198104375782
STAT3	ABCG1	0	-1.1697767515656265
TAL1	ABCG1	0	-1.1865367766658486
TBP	ABCG1	0	-1.2966853065312518
TCF3	ABCG1	0	-1.4168467763334534
TEAD1	ABCG1	0	-1.5092061243190407
TFAP2A	ABCG1	1	2.181171490400021
TLX1	ABCG1	0	-1.0955487049114099
TP53	ABCG1	0	-1.1338041836330697
USF1	ABCG1	0	-1.014814215847278
VDR	ABCG1	0	-1.2804029443745246
YY1	ABCG1	1	3.2774915239585405
AHR	ACOT2	0	-1.591874249000508
AR	ACOT2	0	-1.5918742490005076
ARID3A	ACOT2	0	-1.591874249000508
ARNT	ACOT2	1	3.099775477875453
BRCA1	ACOT2	0	-0.19624405050020138
CEBPA	ACOT2	0	-0.7055767337929486
CREB1	ACOT2	0	-1.0391705315404904
DDIT3	ACOT2	0	-1.1257692480074022
E2F1	ACOT2	0	-1.2098802170955318
EGR1	ACOT2	0	-1.0301967250576118
ELK1	ACOT2	0	-1.2060374994077065
ELK4	ACOT2	0	-1.0812590518473657
EN1	ACOT2	0	-1.1371510022718365
ESR1	ACOT2	0	-1.2375875991024938
ESR2	ACOT2	0	-1.2485367020743208
ETS1	ACOT2	1	3.302037445590109
