tf	gene	motif	force
AR	AAK1	0	-0.9489850693394736
ARID3A	AAK1	0	0.03917147762932498
ARNT	AAK1	1	3.184959975806515
BRCA1	AAK1	1	3.3891071305329206
CEBPA	AAK1	0	-0.7439191693006376
CREB1	AAK1	0	-0.7057410674272393
DDIT3	AAK1	0	-0.9404952347433154
E2F1	AAK1	0	-1.0291002095217232
EGR1	AAK1	0	-0.4933376931113115
ELK1	AAK1	0	-0.4933843618954601
ELK4	AAK1	0	-1.258115781943542
EN1	AAK1	0	-0.8921747484341033
ESR1	AAK1	0	-0.8033748634682436
ESR2	AAK1	0	-1.021552376024124
ETS1	AAK1	1	3.271118604854954
EWSR1	AAK1	0	-0.8088217915824284
FLI1	AAK1	0	-0.8054400469026239
FOXA1	AAK1	0	-0.9281952255170962
FOXA2	AAK1	0	-1.1653066159079102
FOXD3	AAK1	0	-1.123913974311755
FOXF2	AAK1	0	-0.9349001204252618
GABPA	AAK1	1	3.046372966013926
GATA1	AAK1	0	-0.6391633606500575
GATA2	AAK1	1	3.2820831941869075
GATA3	AAK1	0	0.017788855884209292
HAND1	AAK1	0	-0.8677139368267995
HIF1A	AAK1	0	-0.7653863167623086
HLF	AAK1	0	-1.2754862309094
HNF4A	AAK1	0	-1.2754928375165433
HOXA5	AAK1	0	-1.0204088799678466
IRF1	AAK1	0	-0.8442564482173411
IRF2	AAK1	0	-0.971271298550055
JUN	AAK1	0	-0.3297619732059536
KLF4	AAK1	0	-0.9578710755724696
MAFB	AAK1	0	-0.9078278102134383
MAFG	AAK1	0	-0.31778819143720427
MAX	AAK1	0	-1.2135562080235653
MEF2A	AAK1	0	-1.0338921069446212
MYB	AAK1	0	-0.6893888422884654
MYC	AAK1	0	-0.9073868516495515
MYCN	AAK1	0	-1.113083532251784
NFATC2	AAK1	1	3.1924043593985507
NFE2L1	AAK1	0	-0.300101293737935
NFE2L2	AAK1	0	-1.162260626171643
NFIC	AAK1	1	3.2896813506379625
NFIL3	AAK1	0	-1.0814159397959742
NFKB1	AAK1	0	-0.9285016613392197
NFYA	AAK1	0	-0.8369318352655596
NKX2-5	AAK1	0	-0.16455227589595345
NKX3-1	AAK1	0	-0.22356480699541442
NR1H2	AAK1	0	-1.1432582988420465
NR2E3	AAK1	1	2.996822364310157
NR2F1	AAK1	0	-1.2350707367499845
NR3C1	AAK1	0	-0.8368911547392746
NR4A2	AAK1	0	-0.919851729500201
PAX5	AAK1	0	-1.1240178693918248
PAX6	AAK1	0	-1.0122060616909732
PBX1	AAK1	0	-1.1044164630996238
POU5F1	AAK1	0	-0.9366716495679143
PPARG	AAK1	0	-0.9371645224842295
PRRX2	AAK1	1	3.2929194986591743
REL	AAK1	0	-1.1093793316841978
RELA	AAK1	0	-0.9946867343262576
RORA	AAK1	0	-1.2064980356101311
RUNX1	AAK1	0	-1.1692658748035731
RXRA	AAK1	0	-1.1712500479612353
SOX10	AAK1	0	-0.9564681632997738
SOX2	AAK1	0	-0.8657634214494704
SOX5	AAK1	0	-0.19980848141796373
SP1	AAK1	0	-0.2871380686568901
SPI1	AAK1	1	3.292234211866376
SPIB	AAK1	1	3.488168660678963
SRF	AAK1	0	-1.065467241236257
SRY	AAK1	0	-0.9662492683151821
STAT1	AAK1	0	-1.0066689998517888
STAT3	AAK1	0	-0.5871751662473872
TAL1	AAK1	0	-0.8283305952227893
TBP	AAK1	0	-0.9095075721328709
TCF3	AAK1	0	-0.9835568925352224
TEAD1	AAK1	0	-1.0994175491724123
TFAP2A	AAK1	0	-0.9876854850530375
TLX1	AAK1	0	-0.7678199756109793
TP53	AAK1	0	-0.9574358006270091
USF1	AAK1	0	-0.9416304300007641
VDR	AAK1	0	-0.8746211321966549
YY1	AAK1	1	3.084148883445095
AHR	ABCA17P	1	3.7558924525526627
AR	ABCA17P	0	-0.9477864096094406
ARID3A	ABCA17P	0	-0.47788572855467426
ARNT	ABCA17P	1	3.717459701786489
BRCA1	ABCA17P	1	2.7601596657229956
CEBPA	ABCA17P	0	-0.6995270845112836
CREB1	ABCA17P	0	-0.6746836873864424
DDIT3	ABCA17P	0	-0.7693387511848897
E2F1	ABCA17P	0	-0.48397039343477233
EGR1	ABCA17P	0	-0.27013980340844956
ELK1	ABCA17P	0	-0.7506129267883036
ELK4	ABCA17P	0	-0.46868216226469733
EN1	ABCA17P	0	-0.8135988763622082
ESR1	ABCA17P	0	-0.6923419233148123
ESR2	ABCA17P	0	-0.8652760368671929
ETS1	ABCA17P	1	3.104911986716005
EWSR1	ABCA17P	0	-0.8710318016963572
FLI1	ABCA17P	0	-0.8700965775661513
FOXA1	ABCA17P	0	-0.908354928510927
FOXA2	ABCA17P	0	-0.7167104435427102
FOXD3	ABCA17P	0	-0.7930038531679542
FOXF2	ABCA17P	0	-1.00934194019528
GABPA	ABCA17P	0	-0.3842795189380416
GATA1	ABCA17P	0	-0.93870671667109
GATA2	ABCA17P	1	3.1404854147869394
GATA3	ABCA17P	0	-0.8079870200966037
HAND1	ABCA17P	0	-1.0152086763422934
HIF1A	ABCA17P	0	-0.5531658399296209
HLF	ABCA17P	0	-0.35812101851882083
HNF4A	ABCA17P	0	-0.6169747706562191
HOXA5	ABCA17P	0	-0.9637903803939188
IRF1	ABCA17P	0	-1.0013938879031103
IRF2	ABCA17P	0	-0.8151779069113789
JUN	ABCA17P	1	3.0932654586613006
KLF4	ABCA17P	0	-0.7052275488883585
MAFB	ABCA17P	0	-0.488007960288277
MAFG	ABCA17P	0	-0.8933192932024442
MAX	ABCA17P	0	-0.42079023725785786
MEF2A	ABCA17P	0	-0.9096839620215975
MYB	ABCA17P	1	3.9725567257374546
MYC	ABCA17P	0	-0.2844380956871896
MYCN	ABCA17P	0	-0.49314103361084793
NFATC2	ABCA17P	0	-0.412388882450101
NFE2L1	ABCA17P	0	-0.7900624518053351
NFE2L2	ABCA17P	0	-0.42550638763420723
NFIC	ABCA17P	1	3.202694007208799
NFIL3	ABCA17P	0	-0.8869700344437268
NFKB1	ABCA17P	0	-0.7788075794156338
NFYA	ABCA17P	0	-0.21534131928310407
NKX2-5	ABCA17P	0	-0.7062643576228911
NKX3-1	ABCA17P	0	-0.9567757031193735
NR1H2	ABCA17P	0	-0.6439203364409951
NR2E3	ABCA17P	0	-0.49234536850999233
NR2F1	ABCA17P	0	-0.3536340735480038
NR3C1	ABCA17P	0	-0.7316794849721546
NR4A2	ABCA17P	0	-0.542588202848898
PAX5	ABCA17P	0	0.06744666438778205
PAX6	ABCA17P	0	-1.062034744170233
PBX1	ABCA17P	0	-0.6994902555214059
POU5F1	ABCA17P	0	-1.033067594743532
PPARG	ABCA17P	0	-0.9774215543947464
PRRX2	ABCA17P	0	-0.8239126697214041
REL	ABCA17P	0	-0.7807977972884921
RELA	ABCA17P	0	-0.8773024511601131
RORA	ABCA17P	0	-0.4839330385634341
RUNX1	ABCA17P	0	-0.5442543781563611
RXRA	ABCA17P	0	-0.9242297795472924
SOX10	ABCA17P	1	3.0092182581181595
SOX2	ABCA17P	0	-0.9070243284337103
SOX5	ABCA17P	0	-0.8553652926764185
SP1	ABCA17P	0	0.016115280766671958
SPI1	ABCA17P	0	-0.509742467178498
SPIB	ABCA17P	0	-0.31169883277969024
SRF	ABCA17P	0	-1.015616061984523
SRY	ABCA17P	0	-1.0877064438168143
STAT1	ABCA17P	0	-0.656521345607123
STAT3	ABCA17P	0	-0.9817114147187465
TAL1	ABCA17P	0	-1.045802143991612
TBP	ABCA17P	0	-0.812576124390186
TCF3	ABCA17P	0	-0.8521157886133215
TEAD1	ABCA17P	0	-0.8770842482449436
TFAP2A	ABCA17P	0	0.13741382016022785
TLX1	ABCA17P	0	-0.35001143896114434
TP53	ABCA17P	0	-0.8561852341540875
USF1	ABCA17P	1	3.6185620265276937
VDR	ABCA17P	0	-0.8121780169934446
YY1	ABCA17P	1	3.359699132467911
AHR	ABCB8	1	2.1259438850544705
AR	ABCB8	0	-0.5943012018410823
ARID3A	ABCB8	0	-0.32643862908597565
ARNT	ABCB8	1	2.3221767561554274
BRCA1	ABCB8	0	-0.10285337392404374
CEBPA	ABCB8	0	-0.5483723397583251
CREB1	ABCB8	1	3.5858258723849197
DDIT3	ABCB8	0	-0.7398865206180779
E2F1	ABCB8	0	-1.1461424625756953
EGR1	ABCB8	0	-0.6027887271032631
ELK1	ABCB8	0	-0.5669153323652457
ELK4	ABCB8	0	-1.2340150616622687
EN1	ABCB8	0	-0.7407560737809251
ESR1	ABCB8	0	-0.698968857911875
ESR2	ABCB8	0	-0.9087421173371646
ETS1	ABCB8	1	2.295485634422034
EWSR1	ABCB8	0	-0.6105696446569456
FLI1	ABCB8	0	-0.6056434102708379
FOXA1	ABCB8	0	-0.7442832403045265
FOXA2	ABCB8	0	-0.9066101114967589
FOXD3	ABCB8	0	-0.9529863824687165
FOXF2	ABCB8	1	7.083821638123473
GABPA	ABCB8	0	-0.6814082741168458
GATA1	ABCB8	0	-0.3885654162316711
GATA2	ABCB8	1	2.3260022092394688
GATA3	ABCB8	0	-0.42342952336022033
HAND1	ABCB8	0	-0.736616190325599
HIF1A	ABCB8	0	-0.7356290739910037
HLF	ABCB8	0	-1.1554087187500255
HNF4A	ABCB8	0	-1.1198916927858238
HOXA5	ABCB8	0	-0.8871436617234238
IRF1	ABCB8	0	-0.6751461761716784
IRF2	ABCB8	0	-0.7766458854478784
JUN	ABCB8	0	-0.7748591685370988
KLF4	ABCB8	0	-0.9731731562418555
MAFB	ABCB8	1	2.92541266513582
MAFG	ABCB8	0	-0.7718786648023561
MAX	ABCB8	0	-1.013230015626566
MEF2A	ABCB8	0	-0.8739917558438295
MYB	ABCB8	0	-0.45060245445821895
MYC	ABCB8	0	-0.7763978049164988
MYCN	ABCB8	0	-0.9022666989350323
NFATC2	ABCB8	1	2.452593131645366
NFE2L1	ABCB8	0	-0.7622592982820913
NFE2L2	ABCB8	0	-0.9469775371558267
NFIC	ABCB8	1	2.3894699594842463
NFIL3	ABCB8	0	-0.9493356529681661
NFKB1	ABCB8	0	-0.994763033005937
NFYA	ABCB8	0	-0.5823111817582282
NKX2-5	ABCB8	0	-0.19868470994958964
NKX3-1	ABCB8	1	2.8926949876005508
NR1H2	ABCB8	0	-0.9984125611276484
NR2E3	ABCB8	1	2.3623522406526694
NR2F1	ABCB8	0	-1.1505179590898285
NR3C1	ABCB8	0	-0.527600790538121
NR4A2	ABCB8	1	2.7210667952272822
PAX5	ABCB8	0	-1.188140692777121
PAX6	ABCB8	0	-0.7299374451952741
PBX1	ABCB8	0	-0.9525926263095008
POU5F1	ABCB8	0	-0.644205106711235
PPARG	ABCB8	0	-0.9416222123472996
PRRX2	ABCB8	0	-0.8442564152473099
REL	ABCB8	0	-0.9890550989245894
RELA	ABCB8	0	-0.9543471752265476
RORA	ABCB8	0	-1.0530955666159707
RUNX1	ABCB8	0	-0.9504964861947449
RXRA	ABCB8	0	-0.9515267322150156
SOX10	ABCB8	1	1.947544410857447
SOX2	ABCB8	0	-0.6707484123498644
SOX5	ABCB8	1	2.5477446210794596
SP1	ABCB8	0	-0.822632414450876
SPI1	ABCB8	1	2.2490311088814203
SPIB	ABCB8	0	-0.36776429929236665
SRF	ABCB8	0	-0.6659117751167668
SRY	ABCB8	1	5.055740041880534
STAT1	ABCB8	0	-0.922252989926329
STAT3	ABCB8	0	-0.46899833001493363
TAL1	ABCB8	0	-0.6773096881957129
TBP	ABCB8	0	-0.6222547876773087
TCF3	ABCB8	0	-0.8112435025870378
TEAD1	ABCB8	0	-0.8941141939318711
TFAP2A	ABCB8	0	-1.052720364988779
TLX1	ABCB8	0	-0.6006617137210949
TP53	ABCB8	0	-0.8943720421044093
USF1	ABCB8	1	2.3295218912603373
VDR	ABCB8	0	-0.6711371131209781
YY1	ABCB8	1	2.149049743126588
AHR	ABCC1	1	3.050255985509155
AR	ABCC1	0	-1.1328097523431004
ARID3A	ABCC1	1	2.3367667020725893
ARNT	ABCC1	1	3.004205037138477
BRCA1	ABCC1	1	2.1426639108109287
CEBPA	ABCC1	0	-0.853543206217376
CREB1	ABCC1	0	-0.9353020675290837
DDIT3	ABCC1	0	-0.9858874501221433
E2F1	ABCC1	0	-0.4554426862192432
EGR1	ABCC1	0	-0.3872549321053519
ELK1	ABCC1	0	-1.1856214868986217
ELK4	ABCC1	0	-0.6161521566481877
EN1	ABCC1	0	-1.0520119239211059
ESR1	ABCC1	0	-0.9095936185209418
ESR2	ABCC1	0	-0.8317497947192019
ETS1	ABCC1	1	2.8386320198732458
EWSR1	ABCC1	0	-1.1558064507828572
FLI1	ABCC1	0	-1.161234404487407
FOXA1	ABCC1	0	-1.0534983355438092
FOXA2	ABCC1	0	-0.8463371766631579
FOXD3	ABCC1	0	-0.9284982865921807
FOXF2	ABCC1	0	-1.1820621011857124
GABPA	ABCC1	1	2.6243129290158054
GATA1	ABCC1	0	-1.2697548654197301
GATA2	ABCC1	1	2.756221420869904
GATA3	ABCC1	0	-0.4120907024273288
HAND1	ABCC1	0	-1.1489302408395887
HIF1A	ABCC1	0	-0.7191949592276113
HLF	ABCC1	0	-0.6478449401581555
HNF4A	ABCC1	0	-0.7646975396010338
HOXA5	ABCC1	0	-1.0571146702595593
IRF1	ABCC1	0	-1.2361918368280131
IRF2	ABCC1	0	-1.1072637943768298
JUN	ABCC1	1	3.6148606339523566
KLF4	ABCC1	0	-0.7513260707334884
MAFB	ABCC1	0	-0.7616420876478851
MAFG	ABCC1	1	3.012442643055106
MAX	ABCC1	0	-0.8250185143750601
MEF2A	ABCC1	0	-1.0038525684904513
MYB	ABCC1	0	-1.231369246357328
MYC	ABCC1	0	-0.8030142583316708
MYCN	ABCC1	0	-0.884970727836003
NFATC2	ABCC1	1	2.6515617196693655
NFE2L1	ABCC1	1	2.8794018619577417
NFE2L2	ABCC1	1	7.969782583330927
NFIC	ABCC1	1	2.7519425040932735
NFIL3	ABCC1	0	-0.8457771614721872
NFKB1	ABCC1	0	-0.8610422006184439
NFYA	ABCC1	0	-0.830045711281621
NKX2-5	ABCC1	0	-0.8418957338491335
NKX3-1	ABCC1	0	-1.062049511318891
NR1H2	ABCC1	0	-0.7544748252522593
NR2E3	ABCC1	0	-0.2978844871780611
NR2F1	ABCC1	0	-0.49263316561565995
NR3C1	ABCC1	0	-1.12003906418939
NR4A2	ABCC1	0	-0.9717334755590918
PAX5	ABCC1	1	3.2537751768850027
PAX6	ABCC1	0	-0.9880475501951462
PBX1	ABCC1	0	-0.9313195371753415
POU5F1	ABCC1	0	-1.174340491752563
PPARG	ABCC1	0	-0.6018005793785377
PRRX2	ABCC1	0	-0.7292497770913796
REL	ABCC1	0	-0.8675865424934528
RELA	ABCC1	0	-1.0194949933171058
RORA	ABCC1	0	-0.680564641349846
RUNX1	ABCC1	0	-0.6370150132445765
RXRA	ABCC1	0	-1.071216570819791
SOX10	ABCC1	1	2.993472317245696
SOX2	ABCC1	0	-1.088453971009791
SOX5	ABCC1	0	-0.44426829668938717
SP1	ABCC1	1	2.911827899271283
SPI1	ABCC1	1	2.804161064392277
SPIB	ABCC1	0	-0.35824296614118256
SRF	ABCC1	0	-1.22859844816163
SRY	ABCC1	0	-1.078618114329856
STAT1	ABCC1	0	-0.9143217562351882
STAT3	ABCC1	0	-1.2636535783336058
TAL1	ABCC1	0	-1.1559369046769765
TBP	ABCC1	0	-0.9401825964759969
TCF3	ABCC1	0	-1.087322138791936
TEAD1	ABCC1	0	-1.0363933680653288
TFAP2A	ABCC1	1	2.9572291402330766
TLX1	ABCC1	0	-0.8199924118218587
TP53	ABCC1	0	-0.7834319522363509
USF1	ABCC1	0	-0.6032347580373275
VDR	ABCC1	0	-1.1473912194375269
YY1	ABCC1	1	3.055906852996773
AHR	ABCF3	1	3.0175782296890064
AR	ABCF3	0	-1.1626428168281229
ARID3A	ABCF3	1	3.453463956172035
ARNT	ABCF3	1	3.2430926779665343
BRCA1	ABCF3	0	0.2267093781790479
CEBPA	ABCF3	0	-0.6609128373589757
CREB1	ABCF3	0	-0.8476482114135625
DDIT3	ABCF3	0	-1.065477809937823
E2F1	ABCF3	1	3.6008186830291278
EGR1	ABCF3	0	-0.5604638759693095
ELK1	ABCF3	0	-0.7336231287248494
ELK4	ABCF3	0	-1.112052256310727
EN1	ABCF3	0	-0.9565482788419917
ESR1	ABCF3	0	-0.9136399432123008
ESR2	ABCF3	0	-1.033075081719442
ETS1	ABCF3	1	3.330512688556006
EWSR1	ABCF3	0	-0.9057206098516906
FLI1	ABCF3	0	-0.9060762325065791
FOXA1	ABCF3	0	-1.008486147106374
FOXA2	ABCF3	0	-1.110856900162354
FOXD3	ABCF3	0	-1.0839480974982998
FOXF2	ABCF3	0	-1.0308913468011236
GABPA	ABCF3	0	-0.7466849952375127
GATA1	ABCF3	0	-0.826194555855603
GATA2	ABCF3	1	3.317669687718894
GATA3	ABCF3	0	-0.023396771084650603
HAND1	ABCF3	0	-0.905274808869293
HIF1A	ABCF3	0	-0.7439188030926944
HLF	ABCF3	0	-1.1879361960215276
HNF4A	ABCF3	0	-1.1819204065517839
HOXA5	ABCF3	0	-1.0465492712797633
IRF1	ABCF3	0	-0.9493189753754836
IRF2	ABCF3	0	-1.0383857591389205
JUN	ABCF3	0	-0.17682593481706524
KLF4	ABCF3	1	3.3561713589078943
MAFB	ABCF3	0	-0.9595726841874944
MAFG	ABCF3	0	-0.22432655196926793
MAX	ABCF3	0	-1.180532570290794
MEF2A	ABCF3	0	-1.03244598253865
MYB	ABCF3	0	-0.9154046816127119
MYC	ABCF3	0	-1.0494832383085726
MYCN	ABCF3	0	-1.1229908021970014
NFATC2	ABCF3	1	3.206636102599063
NFE2L1	ABCF3	0	-0.20137451986161628
NFE2L2	ABCF3	0	-1.1712132425686306
NFIC	ABCF3	1	3.4006634692230406
NFIL3	ABCF3	0	-0.9763977915391497
NFKB1	ABCF3	0	-0.86444526189728
NFYA	ABCF3	0	-1.1164917099345288
NKX2-5	ABCF3	0	-0.22605154701726907
NKX3-1	ABCF3	0	-0.2212037187012306
NR1H2	ABCF3	0	-1.101122605573003
NR2E3	ABCF3	0	-0.1437750578540353
NR2F1	ABCF3	0	-1.1583666928389544
NR3C1	ABCF3	0	-1.0419525982185331
NR4A2	ABCF3	0	-0.9528548344405305
PAX5	ABCF3	0	-0.9146742294234794
PAX6	ABCF3	0	-0.9545578354866833
PBX1	ABCF3	0	-1.0289349688318574
POU5F1	ABCF3	0	-0.8916494923096471
PPARG	ABCF3	0	-1.0814342534157597
PRRX2	ABCF3	1	3.5563398029052777
REL	ABCF3	0	-1.1169040307657303
RELA	ABCF3	0	-1.1402776215265522
RORA	ABCF3	0	-1.0511725453003402
RUNX1	ABCF3	0	-1.1811855237839857
RXRA	ABCF3	0	-1.214558692230576
SOX10	ABCF3	1	3.301162499860345
SOX2	ABCF3	0	-0.9335041756445334
SOX5	ABCF3	0	-0.1777046673368971
SP1	ABCF3	0	0.045452530355994544
SPI1	ABCF3	1	3.2630807928879797
SPIB	ABCF3	0	0.2508286206587968
SRF	ABCF3	0	-1.127954932396296
SRY	ABCF3	0	-0.9824122219197984
STAT1	ABCF3	0	-1.1163707983134392
STAT3	ABCF3	0	-0.8714220789136354
TAL1	ABCF3	0	-0.9118606336373751
TBP	ABCF3	0	-0.9364539783344176
TCF3	ABCF3	0	-1.0275784524201297
TEAD1	ABCF3	0	-1.1545368815211208
TFAP2A	ABCF3	0	-0.8986100017780636
TLX1	ABCF3	0	-0.8307306227113399
TP53	ABCF3	0	-0.7388807324881763
USF1	ABCF3	0	-0.8778563821799452
VDR	ABCF3	0	-0.9543621478507087
YY1	ABCF3	1	3.2645397417746786
AHR	ABCG1	1	2.782223040330643
AR	ABCG1	0	-1.5691251102176842
ARID3A	ABCG1	1	2.8748231775651987
ARNT	ABCG1	1	2.9940502478084285
BRCA1	ABCG1	0	-0.26409610586881715
CEBPA	ABCG1	0	-1.208415712696282
CREB1	ABCG1	0	-1.3948327987574887
DDIT3	ABCG1	0	-1.4191199409542543
E2F1	ABCG1	0	-0.8328151380280698
EGR1	ABCG1	0	-0.7088261337147509
ELK1	ABCG1	0	-1.3863966472128684
ELK4	ABCG1	0	-1.0471111680473788
EN1	ABCG1	0	-1.3279614649905254
ESR1	ABCG1	0	-1.340011453944731
ESR2	ABCG1	0	-1.3248624775204059
ETS1	ABCG1	1	3.4126852701226844
EWSR1	ABCG1	0	-1.4192192411697127
FLI1	ABCG1	0	-1.4213364709156286
FOXA1	ABCG1	0	-1.4293461905751494
FOXA2	ABCG1	0	-1.299333448595995
FOXD3	ABCG1	0	-1.3403465367096838
FOXF2	ABCG1	0	-1.5285354146332848
GABPA	ABCG1	0	-0.9951923064439205
GATA1	ABCG1	0	-1.483745658451532
GATA2	ABCG1	1	3.104979277282636
GATA3	ABCG1	1	2.620746679519332
HAND1	ABCG1	0	-1.4372181412507798
HIF1A	ABCG1	0	-1.0967905771092012
HLF	ABCG1	0	-1.255645059872513
HNF4A	ABCG1	0	-1.2452737182888152
HOXA5	ABCG1	0	-1.5068488293221853
IRF1	ABCG1	0	-1.3368458693147807
IRF2	ABCG1	0	-1.2578257906780395
JUN	ABCG1	1	3.0304130443499147
KLF4	ABCG1	1	2.6958475112870346
MAFB	ABCG1	0	-1.2063064284154117
MAFG	ABCG1	1	2.8345750145960955
MAX	ABCG1	0	-1.2832739873079364
MEF2A	ABCG1	0	-1.380200429694987
MYB	ABCG1	0	-1.308849177522995
MYC	ABCG1	0	-1.2272532178055433
MYCN	ABCG1	0	-1.2944185296492292
NFATC2	ABCG1	1	2.8404266008182395
NFE2L1	ABCG1	1	2.9654017353797415
NFE2L2	ABCG1	0	-1.0344365969990064
NFIC	ABCG1	1	3.07770413714608
NFIL3	ABCG1	0	-1.2432340236620445
NFKB1	ABCG1	1	3.263263120063394
NFYA	ABCG1	0	-1.309533263397545
NKX2-5	ABCG1	1	2.427160562442528
NKX3-1	ABCG1	1	2.4310835728899387
NR1H2	ABCG1	0	-1.266216817573302
NR2E3	ABCG1	1	2.6256511011993995
NR2F1	ABCG1	0	-1.0887109924915925
NR3C1	ABCG1	0	-1.230977936297802
NR4A2	ABCG1	1	2.1747026814255555
PAX5	ABCG1	1	2.58876553825294
PAX6	ABCG1	0	-1.42008352265435
PBX1	ABCG1	0	-1.2756645069025172
POU5F1	ABCG1	0	-1.5248243096581444
PPARG	ABCG1	0	-1.3000865057353233
PRRX2	ABCG1	1	3.156528063093356
REL	ABCG1	0	-1.1863569366005795
RELA	ABCG1	0	-1.4970598925966774
RORA	ABCG1	0	-1.050395002173365
RUNX1	ABCG1	0	-1.149814101828297
RXRA	ABCG1	0	-1.3030135445423512
SOX10	ABCG1	1	3.338953585041578
SOX2	ABCG1	0	-1.4271179640982403
SOX5	ABCG1	1	2.5928534942249533
SP1	ABCG1	1	2.480243133800893
SPI1	ABCG1	1	3.005685834715143
SPIB	ABCG1	1	3.0664361350562457
SRF	ABCG1	0	-1.4019603337711877
SRY	ABCG1	0	-1.466402049101852
STAT1	ABCG1	0	-1.4275995222676137
STAT3	ABCG1	0	-1.5251270177266656
TAL1	ABCG1	0	-1.3298792117111404
TBP	ABCG1	0	-1.3047724308256603
TCF3	ABCG1	0	-1.4209921017381608
TEAD1	ABCG1	0	-1.5124355612114715
TFAP2A	ABCG1	1	2.4244926275785614
TLX1	ABCG1	0	-1.1242013068601007
TP53	ABCG1	0	-1.2119063341706018
USF1	ABCG1	0	-0.8506446405635278
VDR	ABCG1	0	-1.353257215460979
YY1	ABCG1	1	3.2796901560267746
AHR	ACOT2	0	-0.9207787866158699
AR	ACOT2	0	-0.9571173901735343
ARID3A	ACOT2	0	-0.1250581209100757
ARNT	ACOT2	1	2.2588724219541243
BRCA1	ACOT2	0	-0.1351203855588868
CEBPA	ACOT2	0	-0.5476200039608135
CREB1	ACOT2	0	-0.7861139440077118
DDIT3	ACOT2	0	-0.8507034606625534
E2F1	ACOT2	0	-1.2362243843170029
EGR1	ACOT2	0	-1.0832232467926186
ELK1	ACOT2	0	-0.9284498337360663
ELK4	ACOT2	0	-1.2641433826978405
EN1	ACOT2	0	-0.8543737508176876
ESR1	ACOT2	0	-0.8575185795157179
ESR2	ACOT2	0	-0.9075198611155626
ETS1	ACOT2	1	2.741207498377002
EWSR1	ACOT2	0	-0.7957088367110312
